"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q4",-0.166005,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q1",0.876019,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q2",1.699634,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q3",-0.298469,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q4",3.781683,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-1.921754,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.219275,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q3",0.755272,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.497512,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.997701,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q2",-1.303955,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.063867,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q4",-0.651596,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q1",-0.932984,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q2",-0.006775,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.203187,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q4",0.376846,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q1",0.827092,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.219253,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.793995,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q4",0.374223,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q1",1.06572,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.691047,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.477478,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.702702,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.645924,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.635682,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.973659,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.39978,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q1",1.108733,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.973002,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.981185,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.446939,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.96039,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.81955,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.167538,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.049653,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.812631,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q2",1.50224,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.200006,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.174208,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.592701,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.235239,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.075174,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.110026,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.996759,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.791692,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.003215,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.700962,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.572627,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.750449,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.605306,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.750685,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.988909,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.675328,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.686729,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.030563,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.602963,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.782473,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.999967,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.620603,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.00916,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.019273,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.952149,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.039855,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.086413,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.041663,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.990289,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.947421,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.024152,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.811381,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.808112,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.863823,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.454051,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.054282,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.75245,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.011826,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.597499,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.968705,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q3",-0.30964,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.063161,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.299645,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.188294,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.041066,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.001109,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.401978,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.4838,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.352955,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.523819,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.824306,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.805729,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.582327,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.952883,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.372231,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q2",-0.252331,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.060212,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.24891,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.367565,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.48894,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.589747,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.67965,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.918909,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.959699,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.819862,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.794992,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.771768,"P"
"JPN","QGDP","TOT","PC_CHGPP","Q","1960-Q2",0.184344,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1960-Q3",3.434517,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1960-Q4",3.843475,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1961-Q1",3.039762,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1961-Q2",2.131382,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1961-Q3",1.918909,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1961-Q4",4.587968,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1962-Q1",1.342398,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1962-Q2",1.398082,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1962-Q3",1.221843,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1962-Q4",2.089625,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1963-Q1",1.3667,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1963-Q2",2.943448,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1963-Q3",2.93239,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1963-Q4",3.445524,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1964-Q1",3.189414,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1964-Q2",2.412495,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1964-Q3",1.544361,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1964-Q4",1.250663,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1965-Q1",0.813162,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1965-Q2",1.248848,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1965-Q3",2.265972,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1965-Q4",1.55391,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1966-Q1",2.676418,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1966-Q2",3.912583,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1966-Q3",2.431442,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1966-Q4",1.998277,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1967-Q1",2.650178,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1967-Q2",2.690154,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1967-Q3",3.467643,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1967-Q4",1.93325,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1968-Q1",2.385973,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1968-Q2",3.411931,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1968-Q3",2.263971,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1968-Q4",5.697546,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1969-Q1",0.879461,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1969-Q2",2.911658,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1969-Q3",2.395416,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1969-Q4",3.903013,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1970-Q1",3.064074,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1970-Q2",1.212646,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1970-Q3",2.680797,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1970-Q4",-0.322008,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.910972,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1971-Q2",1.613126,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.218443,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1971-Q4",0.91105,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1972-Q1",3.258015,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1972-Q2",1.881994,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1972-Q3",2.134528,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1972-Q4",2.51568,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1973-Q1",3.344675,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1973-Q2",0.914476,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1973-Q3",0.291681,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.235736,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1974-Q1",-3.435982,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1974-Q2",0.720303,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1974-Q3",1.27966,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-0.542349,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1975-Q1",0.130853,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1975-Q2",2.220142,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1975-Q3",1.138138,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1975-Q4",1.05151,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1976-Q1",0.847325,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1976-Q2",0.5908,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1976-Q3",1.406011,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.118914,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1977-Q1",2.187257,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1977-Q2",0.703788,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.681687,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1977-Q4",1.356457,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1978-Q1",1.889185,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1978-Q2",0.972001,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.293282,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1978-Q4",1.443062,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1979-Q1",1.495581,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1979-Q2",1.827155,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.762664,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.434649,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.382552,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-0.527155,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1980-Q3",2.239932,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1980-Q4",2.125488,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1981-Q1",0.613079,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1981-Q2",1.223763,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1981-Q3",-0.222417,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1981-Q4",0.72994,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1982-Q1",1.532501,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.686563,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1982-Q3",0.437004,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1982-Q4",1.389602,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.063061,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1983-Q2",0.751952,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1983-Q3",1.496254,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.833126,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1984-Q1",1.151676,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1984-Q2",1.514426,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.222068,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.172602,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1985-Q1",2.45057,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1985-Q2",2.02495,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.30856,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1985-Q4",1.328426,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.397646,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1986-Q2",-0.245689,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.585788,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.788721,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1987-Q1",-0.071726,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1987-Q2",2.095595,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1987-Q3",2.000278,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1987-Q4",2.574799,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1988-Q1",2.387213,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1988-Q2",-0.145997,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1988-Q3",2.230947,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1988-Q4",1.053824,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1989-Q1",2.69804,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1989-Q2",-1.305732,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1989-Q3",1.749678,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1989-Q4",3.098252,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1990-Q1",-0.475764,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1990-Q2",3.15397,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1990-Q3",1.676742,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1990-Q4",-0.18998,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1991-Q1",0.871317,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.186411,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1991-Q3",-0.221379,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.702333,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.031101,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.350154,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.117665,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1992-Q4",-0.637501,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1993-Q1",1.126858,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1993-Q2",-0.633146,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1993-Q3",-0.717862,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1993-Q4",0.630002,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1994-Q1",1.054626,
"JPN","QGDP","TOT","PC_CHGPP","Q","1994-Q2",-1.069234,
"JPN","QGDP","TOT","PC_CHGPP","Q","1994-Q3",1.966905,
"JPN","QGDP","TOT","PC_CHGPP","Q","1994-Q4",-1.07475,
"JPN","QGDP","TOT","PC_CHGPP","Q","1995-Q1",0.60191,
"JPN","QGDP","TOT","PC_CHGPP","Q","1995-Q2",1.43002,
"JPN","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.701207,
"JPN","QGDP","TOT","PC_CHGPP","Q","1995-Q4",-0.016856,
"JPN","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.803028,
"JPN","QGDP","TOT","PC_CHGPP","Q","1996-Q2",1.017733,
"JPN","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.031635,
"JPN","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.466505,
"JPN","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.791691,
"JPN","QGDP","TOT","PC_CHGPP","Q","1997-Q2",-0.981081,
"JPN","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.434211,
"JPN","QGDP","TOT","PC_CHGPP","Q","1997-Q4",-0.12082,
"JPN","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-1.854204,
"JPN","QGDP","TOT","PC_CHGPP","Q","1998-Q2",-0.568753,
"JPN","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.325216,
"JPN","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.531335,
"JPN","QGDP","TOT","PC_CHGPP","Q","1999-Q1",-0.848512,
"JPN","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.37037,
"JPN","QGDP","TOT","PC_CHGPP","Q","1999-Q3",-0.124637,
"JPN","QGDP","TOT","PC_CHGPP","Q","1999-Q4",0.522589,
"JPN","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.628889,
"JPN","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.179497,
"JPN","QGDP","TOT","PC_CHGPP","Q","2000-Q3",-0.273132,
"JPN","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.73281,
"JPN","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.620371,
"JPN","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.190631,
"JPN","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-1.097496,
"JPN","QGDP","TOT","PC_CHGPP","Q","2001-Q4",-0.120894,
"JPN","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-0.2086,
"JPN","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.032414,
"JPN","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.640729,
"JPN","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.353748,
"JPN","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.490476,
"JPN","QGDP","TOT","PC_CHGPP","Q","2003-Q2",1.213649,
"JPN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.415099,
"JPN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.002514,
"JPN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.029139,
"JPN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.029288,
"JPN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.117159,
"JPN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",-0.263971,
"JPN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.255231,
"JPN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.296113,
"JPN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.323677,
"JPN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.210907,
"JPN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.413437,
"JPN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.43374,
"JPN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",-0.077969,
"JPN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.306413,
"JPN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.93264,
"JPN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.185413,
"JPN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",-0.368803,
"JPN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.876892,
"JPN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.579361,
"JPN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-1.108318,
"JPN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-1.048574,
"JPN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.266368,
"JPN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-4.089979,
"JPN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",1.801505,
"JPN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.062133,
"JPN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",1.7529,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.413986,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.135742,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.474163,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",-0.503652,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-1.944747,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.613824,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",2.654695,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.267367,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.950507,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.414669,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.508321,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.039145,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.040194,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.659089,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.465808,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.081285,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.303342,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-2.031293,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",-0.675825,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.524876,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.280968,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-0.418363,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.424857,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.442281,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.462548,
"OECD","QGDP","TOT","PC_CHGPP","Q","1961-Q2",1.361311,
"OECD","QGDP","TOT","PC_CHGPP","Q","1961-Q3",1.475293,
"OECD","QGDP","TOT","PC_CHGPP","Q","1961-Q4",1.695205,
"OECD","QGDP","TOT","PC_CHGPP","Q","1962-Q1",1.557264,
"OECD","QGDP","TOT","PC_CHGPP","Q","1962-Q2",1.144431,
"OECD","QGDP","TOT","PC_CHGPP","Q","1962-Q3",1.256836,
"OECD","QGDP","TOT","PC_CHGPP","Q","1962-Q4",0.697377,
"OECD","QGDP","TOT","PC_CHGPP","Q","1963-Q1",0.359893,
"OECD","QGDP","TOT","PC_CHGPP","Q","1963-Q2",2.434701,
"OECD","QGDP","TOT","PC_CHGPP","Q","1963-Q3",2.121468,
"OECD","QGDP","TOT","PC_CHGPP","Q","1963-Q4",1.320265,
"OECD","QGDP","TOT","PC_CHGPP","Q","1964-Q1",1.8228,
